I0520_I2,I2a_24,I2b~_8,I2b_86
KD006_I2a1a2a1a2,I2a1a2a1a2b_7,I2a1a2a1a2a_1
I2796_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
Tinkinswood1_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
Coldrum1_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
I4949_I2a1b,I2a1b1~_55,I2a1b1_19,I2a1b2_38
I0519_I2a1a2,I2a1a2a_66,I2a1a2b_55
I2635_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
KD057_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
I2691_I2a1b1a1a~,I2a1b1a1a1~_19,I2a1b1a1a1_1,I2a1b1a1a2~_3
KD064_I2a1a2a1a2a,I2a1a2a1a2a1_2
KD059_I2a,I2a2~_6,I2a1_3,I2a2_53
CheddarMan_I2a1b2,I2a1b2a_60
KelcoCave_I2a1a2a1a2,I2a1a2a1a2b_7,I2a1a2a1a2a_1
CaveHa3_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
car004_I2a1b1a,I2a1b1a1_2,I2a1b1a2_3
FusselsLodge2_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
prs003_I2a1b1a1a~,I2a1b1a1a1~_19,I2a1b1a1a1_1,I2a1b1a1a2~_3
I2932_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
KD047_I2a1a2a1a2,I2a1a2a1a2b_7,I2a1a2a1a2a_1
Raschoille1_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
I0518_I2,I2a_24,I2b~_8,I2b_86
I2978_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
OgofyYrYchen1_I2a1b1~,I2a1b1a~_5,I2a1b1b~_29,I2a1b1a_2,I2a1b1b_3
I2606_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
JubileeCave_I2a1b1a1a1,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
I3134_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
prs009_I2a1b1a1a1,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
prs016_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
CarsingtonPasture3_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
I2935_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
I2634_I2a1a2,I2a1a2a_66,I2a1a2b_55
I7554_I2a1a2a,I2a1a2a1_3,I2a1a2a2_12
KD045_I2a1a2,I2a1a2a_66,I2a1a2b_55
UpperSwell_I2a1b1a1a1~,I2a1b1a1a1a_18,I2a1b1a1a1a~_18,I2a1b1a1a1b~_2,I2a1b1a1a1b_39
prs017_I2a1b1a1a~,I2a1b1a1a1~_19,I2a1b1a1a1_1,I2a1b1a1a2~_3
