I5072,MathiesonNature2018,Croatia_EN_Impressa,Kargadur,Croatia,43.35141,16.461788,G2a_Y,G2a2a1_Y,H7c_mt,H7c_mt,5657,5558,5607.5
I5077,MathiesonNature2018,Croatia_MN_Sopot,Osijek_Hermanov_Vinograd,Croatia,45.55101,18.746617,G2a_Y,G2a2a1_Y,U5a_mt,U5a1c1_mt,5208,4942,5075
I5078,MathiesonNature2018,Croatia_MN_Sopot,Osijek_Hermanov_Vinograd,Croatia,45.55101,18.746617,J2a_Y,J2a1a2b2a2_Y,H10_mt,H10+16093_mt,4699,4545,4622
I4893,OlaldeNature2018,Czech_N,Prague_8_Kobylisy_Ke_Stirce_Street,Czech_Republic,50.1217475,14.4569508,G2a_Y,G2a2a1_Y,U5b_mt,U5b1b_mt,4446,4347,4396.5
I5204,MathiesonNature2018,Austria_EN_LBK,Schletz,Austria,48.579752,16.46931,G2a_Y,G2a2b2a3a_Y,J1c_mt,J1c2_mt,5500,4500,5000
I5875,MathiesonNature2018,Ukraine_N,Dereivka_I,Ukraine,48.91422,33.76493,I2a_Y,I2a1b1a_Y,U4a_mt,U4a1_mt,5295,5053,5174
I5890,MathiesonNature2018,Ukraine_N,Dereivka_I,Ukraine,48.91422,33.76493,R1b_Y,R1b1b_Y,U5a_mt,U5a1_mt,5291,5058,5174.5
I2521,MathiesonNature2018,Bulgaria_N,Veliko_Tarnovo_Dzhulyunitsa,Bulgaria,43.16089,25.88341,G2a_Y,G2a2b2b1a1b1a2_Y,H_mt,H_mt,5621,5481,5551
I5207,MathiesonNature2018,Austria_EN_LBK,Schletz,Austria,48.579752,16.46931,J2a_Y,J2a1_Y,H67_mt,H67_mt,5500,4500,5000
I5359,OlaldeNature2018,Wales_N,Wales_Glamorgan_Tinkinswood,Great_Britain,51.451447,-3.307873,I2a_Y,I2a1b1a1a1_Y,H5_mt,H5_mt,4000,3300,3650
I0698,MathiesonNature2018,Bulgaria_N,Yabalkovo_Dimitrovgrad_Haskovo,Bulgaria,42.1,25.75,G2a_Y,G2a2a1a2a_Y,R0_mt,R0_mt,6000,5900,5950
I4349,NarasimhanPattersonScience2019,Iran_HajjiFiruz_C,Hajji_Firuz,Iran,36.9944,45.4744,J2b_Y,J2b2b1a_Y,U1a_mt,U1a1d*_mt,5891,5720,5805.5
I6750,OlaldeNature2018,England_N,England_Wiltshire_Salisbury_Fussells_Lodge,Great_Britain,51.091224,-1.72751,I2a_Y,I2a1b1_Y,K1a_mt,K1a+195_mt,3800,3600,3700
I6759,OlaldeNature2018,England_N,England_North_Yorkshire_Kelco_Cave_Giggleswick_Scar,Great_Britain,54.0744391,-2.2872841,I2a_Y,I2a1a2a_Y,J1c_mt,J1c1_mt,3641,3526,3583.5
I2606,OlaldeNature2018,England_N,England_Eton_Rowing_Course,Great_Britain,51.49275,-0.665402,I2a_Y,I2a1b1a1a1_Y,K1a_mt,K1a+195_mt,3330,2900,3115
I4241,NarasimhanPattersonScience2019,Iran_HajjiFiruz_C,Hajji_Firuz,Iran,36.9944,45.4744,J2b_Y,J2b2b1a_Y,K1a_mt,K1a3_mt,6021,5891,5956
